Entity,Food Category,Sum of Production Value,Sum of Year,Target
Tanzania,Yams  Production (tonnes),18118987.448000003,121451,3623797.489600001
Thailand,Apples Production (tonnes),247336918.98600006,121451,49467383.79720002
Thailand,Avocados Production (tonnes),6599404.559999999,121451,1319880.9119999998
Thailand,Bananas  Production (tonnes),267273649.96000004,121451,53454729.99200001
Thailand,Cocoa beans Production (tonnes),3197379.2739999983,121451,639475.8547999997
Thailand,"Coffee, green Production (tonnes)",37060392.17400001,121451,7412078.434800003
Thailand,Grapes  Production (tonnes),167210625.84199998,121451,33442125.168399997
Thailand,Maize Production (tonnes),211643496,121451,42328699.2
Thailand,"Meat, chicken  Production (tonnes)",15426.160000000002,121451,3085.2320000000004
Thailand,Oranges  Production (tonnes),221739783.1879999,121451,44347956.63759998
Thailand,Palm oil  Production (tonnes),8802938.18,121451,1760587.636
Thailand,"Peas, dry Production (tonnes)",23503076.88,121451,4700615.376
Thailand,Potatoes  Production (tonnes),49104057,121451,9820811.4
Thailand,Rice  Production (tonnes),1359404181.7640002,121451,271880836.3528001
Thailand,Rye  Production (tonnes),95509462.432,121451,19101892.4864
Thailand,Soybeans  Production (tonnes),158471014.20999992,121451,31694202.841999985
Thailand,Sugar cane Production (tonnes),3333718046.732,121451,666743609.3464
Thailand,Sunflower seed  Production (tonnes),73908248.27999997,121451,14781649.655999996
Thailand,Sweet potatoes  Production (tonnes),870376714.5359998,121451,174075342.90719998
Thailand,Tea  Production (tonnes),12886584,121451,2577316.8000000003
Thailand,Tomatoes Production (tonnes),59878961,121451,11975792.200000001
Thailand,Wheat Production (tonnes),2288743718,121451,457748743.6
Thailand,Yams  Production (tonnes),19483170.948000006,121451,3896634.1896000016
Togo,Apples Production (tonnes),90831681.644,121451,18166336.3288
Togo,Avocados Production (tonnes),9258886.86,121451,1851777.372
Togo,Bananas  Production (tonnes),364052888.06399995,121451,72810577.61279999
Togo,Cocoa beans Production (tonnes),16584506.625999996,121451,3316901.3251999994
Togo,"Coffee, green Production (tonnes)",14273876.896000003,121451,2854775.379200001
Togo,Grapes  Production (tonnes),114376587.66200002,121451,22875317.532400005
Togo,Maize Production (tonnes),22717418,121451,4543483.600000001
Togo,"Meat, chicken  Production (tonnes)",3905561.99,121451,781112.398
Togo,Oranges  Production (tonnes),227491350.57000002,121451,45498270.11400001
Togo,Palm oil  Production (tonnes),31579846.29999999,121451,6315969.259999998
Togo,"Peas, dry Production (tonnes)",24403483.159999993,121451,4880696.631999998
Togo,Potatoes  Production (tonnes),17734082,121451,3546816.4000000004
Togo,Rice  Production (tonnes),595620254.84,121451,119124050.96800001
Togo,Rye  Production (tonnes),82236215.89359997,121451,16447243.178719996
Togo,Soybeans  Production (tonnes),63232737.96799997,121451,12646547.593599996
Togo,Sugar cane Production (tonnes),1093674047.5600004,121451,218734809.51200008
Togo,Sunflower seed  Production (tonnes),60226324.632000014,121451,12045264.926400004
Togo,Sweet potatoes  Production (tonnes),215875964.30600005,121451,43175192.86120001
Togo,Tea  Production (tonnes),5396234,121451,1079246.8
Togo,Tomatoes Production (tonnes),372553952,121451,74510790.4
Togo,Wheat Production (tonnes),1188879830,121451,237775966
Togo,Yams  Production (tonnes),275023940.8039999,121451,55004788.16079998
Trinidad and Tobago,Apples Production (tonnes),286039836.17200005,121451,57207967.23440001
Trinidad and Tobago,Avocados Production (tonnes),3748143.9699999993,121451,749628.7939999999
Trinidad and Tobago,Bananas  Production (tonnes),141652538.418,121451,28330507.683600005
Trinidad and Tobago,Cocoa beans Production (tonnes),998657.8220000002,121451,199731.56440000003
Trinidad and Tobago,"Coffee, green Production (tonnes)",46897999.785999976,121451,9379599.957199996
Trinidad and Tobago,Grapes  Production (tonnes),179905015.172,121451,35981003.0344
Trinidad and Tobago,Maize Production (tonnes),200756,121451,40151.200000000004
Trinidad and Tobago,"Meat, chicken  Production (tonnes)",14481380,121451,2896276
Trinidad and Tobago,Oranges  Production (tonnes),592285730.6179999,121451,118457146.12359999
Trinidad and Tobago,Palm oil  Production (tonnes),33534153.20000001,121451,6706830.640000002
Trinidad and Tobago,"Peas, dry Production (tonnes)",19664547.700000003,121451,3932909.540000001
Trinidad and Tobago,Potatoes  Production (tonnes),15480720,121451,3096144
Trinidad and Tobago,Rice  Production (tonnes),1566987152.08,121451,313397430.416
Trinidad and Tobago,Rye  Production (tonnes),44976323.60000002,121451,8995264.720000004
Trinidad and Tobago,Soybeans  Production (tonnes),352578386.0620001,121451,70515677.21240002
Trinidad and Tobago,Sugar cane Production (tonnes),1571869185.8599997,121451,314373837.17199993
Trinidad and Tobago,Sunflower seed  Production (tonnes),42579693.388000004,121451,8515938.677600002
Trinidad and Tobago,Sweet potatoes  Production (tonnes),18341638.561999995,121451,3668327.712399999
Trinidad and Tobago,Tea  Production (tonnes),2432080,121451,486416
Trinidad and Tobago,Tomatoes Production (tonnes),182337077.18,121451,36467415.436000004
Trinidad and Tobago,Wheat Production (tonnes),679650119,121451,135930023.8
Trinidad and Tobago,Yams  Production (tonnes),6385694.077999997,121451,1277138.8155999994
Turkey,Apples Production (tonnes),387628646.7419999,121451,77525729.34839998
Turkey,Avocados Production (tonnes),2174871.1820000005,121451,434974.2364000001
Turkey,Bananas  Production (tonnes),221928109.742,121451,44385621.948400006
Turkey,Cocoa beans Production (tonnes),9725346.558000002,121451,1945069.3116000006
Turkey,"Coffee, green Production (tonnes)",17109141.362000003,121451,3421828.272400001
Turkey,Grapes  Production (tonnes),499909527.0479998,121451,99981905.40959996
Turkey,Maize Production (tonnes),160624000,121451,32124800
Turkey,"Meat, chicken  Production (tonnes)",3880551.73,121451,776110.346
Turkey,Oranges  Production (tonnes),168446938.44799998,121451,33689387.6896
Turkey,Palm oil  Production (tonnes),19133885.803999998,121451,3826777.1607999997
Turkey,"Peas, dry Production (tonnes)",27194265.008,121451,5438853.001600001
Turkey,Potatoes  Production (tonnes),83005519,121451,16601103.8
Turkey,Rice  Production (tonnes),1403002906.878,121451,280600581.37560004
Turkey,Rye  Production (tonnes),149730479.02799997,121451,29946095.805599995
Turkey,Soybeans  Production (tonnes),219954647.23799995,121451,43990929.44759999
Turkey,Sugar cane Production (tonnes),3231499499.0579996,121451,646299899.8116
Turkey,Sunflower seed  Production (tonnes),88117270.12800002,121451,17623454.025600005
Turkey,Sweet potatoes  Production (tonnes),558380132.5179999,121451,111676026.50359999
Turkey,Tea  Production (tonnes),11727605,121451,2345521
Turkey,Tomatoes Production (tonnes),18835050.689999998,121451,3767010.138
Turkey,Wheat Production (tonnes),429997142,121451,85999428.4
Turkey,Yams  Production (tonnes),59032108.02999999,121451,11806421.605999999
Turkmenistan,Apples Production (tonnes),33595249.871999994,60195,6719049.974399999
Turkmenistan,Avocados Production (tonnes),43984120.862,60195,8796824.172400001
Turkmenistan,Bananas  Production (tonnes),41474502.96400001,60195,8294900.592800003
Turkmenistan,Cocoa beans Production (tonnes),26689.31,60195,5337.862000000001
Turkmenistan,"Coffee, green Production (tonnes)",735476.9260000002,60195,147095.38520000005
Turkmenistan,Grapes  Production (tonnes),50398413.64799999,60195,10079682.729599997
Turkmenistan,Maize Production (tonnes),1180591,60195,236118.2
Turkmenistan,"Meat, chicken  Production (tonnes)",11485,60195,2297
Turkmenistan,Oranges  Production (tonnes),28963911.862,60195,5792782.372400001
Turkmenistan,Palm oil  Production (tonnes),6414252.32,60195,1282850.4640000002
Turkmenistan,"Peas, dry Production (tonnes)",4417185.556000001,60195,883437.1112000002
Turkmenistan,Potatoes  Production (tonnes),221118842,60195,44223768.400000006
Turkmenistan,Rice  Production (tonnes),780525784.4420003,60195,156105156.88840005
Turkmenistan,Rye  Production (tonnes),18850301.676,60195,3770060.3352
Turkmenistan,Soybeans  Production (tonnes),35904618.39399999,60195,7180923.678799998
Turkmenistan,Sugar cane Production (tonnes),66846123.724,60195,13369224.744800001
Turkmenistan,Sunflower seed  Production (tonnes),27513582.595999997,60195,5502716.5192
Turkmenistan,Sweet potatoes  Production (tonnes),40983277.45200001,60195,8196655.490400001
Turkmenistan,Tea  Production (tonnes),2384808,60195,476961.60000000003
Turkmenistan,Tomatoes Production (tonnes),31402884,60195,6280576.800000001
Turkmenistan,Wheat Production (tonnes),4126925961,60195,825385192.2
Turkmenistan,Yams  Production (tonnes),59966514.625999995,60195,11993302.9252
Uganda,Apples Production (tonnes),44875303.20000001,121451,8975060.640000002
Uganda,Avocados Production (tonnes),9618240.64,121451,1923648.1280000003
Uganda,Bananas  Production (tonnes),26897525.81599999,121451,5379505.163199998
Uganda,Cocoa beans Production (tonnes),4757974.5316,121451,951594.9063200001
Uganda,"Coffee, green Production (tonnes)",89847690.38199994,121451,17969538.07639999
Uganda,Grapes  Production (tonnes),69713081.20000002,121451,13942616.240000004
Uganda,Maize Production (tonnes),68360020,121451,13672004
Uganda,"Meat, chicken  Production (tonnes)",585717.0399999999,121451,117143.408
Uganda,Oranges  Production (tonnes),83771043.96399993,121451,16754208.792799987
Uganda,Palm oil  Production (tonnes),5253409.399999999,121451,1050681.88
Uganda,"Peas, dry Production (tonnes)",208484426.10400006,121451,41696885.22080001
Uganda,Potatoes  Production (tonnes),6654573292,121451,1330914658.4
Uganda,Rice  Production (tonnes),70736222.11999999,121451,14147244.423999999
Uganda,Rye  Production (tonnes),9437460.362,121451,1887492.0724
Uganda,Soybeans  Production (tonnes),137459903.19999996,121451,27491980.639999993
Uganda,Sugar cane Production (tonnes),1742918217.000001,121451,348583643.4000002
Uganda,Sunflower seed  Production (tonnes),74216209.85999998,121451,14843241.971999997
Uganda,Sweet potatoes  Production (tonnes),27558992.678000003,121451,5511798.535600001
Uganda,Tea  Production (tonnes),2893441,121451,578688.2000000001
Uganda,Tomatoes Production (tonnes),6128773.61,121451,1225754.722
Uganda,Wheat Production (tonnes),707746984,121451,141549396.8
Uganda,Yams  Production (tonnes),399684353.5020001,121451,79936870.70040002
Ukraine,Apples Production (tonnes),797574.3999999997,60195,159514.87999999995
Ukraine,Avocados Production (tonnes),3371256.3999999985,60195,674251.2799999998
Ukraine,Bananas  Production (tonnes),227920.40000000002,60195,45584.08000000001
Ukraine,Cocoa beans Production (tonnes),7072228.426399999,60195,1414445.6852799999
Ukraine,"Coffee, green Production (tonnes)",37670946.78000001,60195,7534189.3560000025
Ukraine,Grapes  Production (tonnes),1284354,60195,256870.80000000002
Ukraine,Maize Production (tonnes),428490419,60195,85698083.80000001
Ukraine,"Meat, chicken  Production (tonnes)",2164232.12,60195,432846.42400000006
Ukraine,Oranges  Production (tonnes),15338390.899999995,60195,3067678.1799999992
Ukraine,Palm oil  Production (tonnes),976355.2,60195,195271.04
Ukraine,"Peas, dry Production (tonnes)",5644513.695999999,60195,1128902.7391999997
Ukraine,Potatoes  Production (tonnes),8760276330,60195,1752055266
Ukraine,Rice  Production (tonnes),1066738.8000000003,60195,213347.76000000007
Ukraine,Rye  Production (tonnes),285452.80000000005,60195,57090.56000000001
Ukraine,Soybeans  Production (tonnes),45800,60195,9160
Ukraine,Sugar cane Production (tonnes),64458727.99999998,60195,12891745.599999996
Ukraine,Sunflower seed  Production (tonnes),381137.9999999999,60195,76227.59999999998
Ukraine,Sweet potatoes  Production (tonnes),4317151.200000002,60195,863430.2400000005
Ukraine,Tea  Production (tonnes),1474798,60195,294959.60000000003
Ukraine,Tomatoes Production (tonnes),89597285.28,60195,17919457.056
Ukraine,Wheat Production (tonnes),91436480,60195,18287296
Ukraine,Yams  Production (tonnes),630155874.9999998,60195,126031174.99999996
United Arab Emirates,Apples Production (tonnes),22799609.786000013,64176,4559921.957200003
United Arab Emirates,Avocados Production (tonnes),3253810.262,64176,650762.0524
United Arab Emirates,Bananas  Production (tonnes),86103234.50000001,64176,17220646.900000002
United Arab Emirates,Cocoa beans Production (tonnes),10850234.433600001,64176,2170046.8867200003
United Arab Emirates,"Coffee, green Production (tonnes)",26726119.354,64176,5345223.8708
United Arab Emirates,Grapes  Production (tonnes),6969940.199999998,64176,1393988.0399999998
United Arab Emirates,Maize Production (tonnes),189219,64176,37843.8
United Arab Emirates,"Meat, chicken  Production (tonnes)",2401590.49,64176,480318.09800000006
United Arab Emirates,Oranges  Production (tonnes),81393816.59999996,64176,16278763.319999993
United Arab Emirates,Palm oil  Production (tonnes),21221769.399999995,64176,4244353.879999999
United Arab Emirates,"Peas, dry Production (tonnes)",5357701.227999998,64176,1071540.2455999998
United Arab Emirates,Potatoes  Production (tonnes),4369490058,64176,873898011.6
United Arab Emirates,Rice  Production (tonnes),18945203.22,64176,3789040.644
United Arab Emirates,Rye  Production (tonnes),8602272.181599997,64176,1720454.4363199994
United Arab Emirates,Soybeans  Production (tonnes),3038008.1819999996,64176,607601.6364
United Arab Emirates,Sugar cane Production (tonnes),1187962746.1260002,64176,237592549.22520006
United Arab Emirates,Sunflower seed  Production (tonnes),6193553.051999999,64176,1238710.6104
United Arab Emirates,Sweet potatoes  Production (tonnes),44211671.195999995,64176,8842334.2392
United Arab Emirates,Tea  Production (tonnes),1522545,64176,304509
United Arab Emirates,Tomatoes Production (tonnes),322109331,64176,64421866.2
United Arab Emirates,Wheat Production (tonnes),340405171,64176,68081034.2
United Arab Emirates,Yams  Production (tonnes),379422576.16399986,64176,75884515.23279998
United Kingdom,Apples Production (tonnes),38077202.552,21725,7615440.510400001
United Kingdom,Avocados Production (tonnes),1501825.154,21725,300365.0308
United Kingdom,Bananas  Production (tonnes),42608910.599999994,21725,8521782.12
United Kingdom,Cocoa beans Production (tonnes),7701421.819999999,21725,1540284.364
United Kingdom,"Coffee, green Production (tonnes)",8107849.204,21725,1621569.8408000001
United Kingdom,Grapes  Production (tonnes),2066441.4000000001,21725,413288.28
United Kingdom,Maize Production (tonnes),33680,21725,6736
United Kingdom,"Meat, chicken  Production (tonnes)",851450,21725,170290
United Kingdom,Oranges  Production (tonnes),19451674.64,21725,3890334.9280000003
United Kingdom,Palm oil  Production (tonnes),19767767.8,21725,3953553.5600000005
United Kingdom,"Peas, dry Production (tonnes)",1300630.958,21725,260126.19160000002
United Kingdom,Potatoes  Production (tonnes),1812973,21725,362594.60000000003
United Kingdom,Rice  Production (tonnes),17639867.54,21725,3527973.508
United Kingdom,Rye  Production (tonnes),3138773.084,21725,627754.6168
United Kingdom,Soybeans  Production (tonnes),3201183.0940000005,21725,640236.6188000002
